ID,330,331,333,334,335,342,343,344,345,346,347,348,349,350,351,332,126,133,134,125
0,51.91666666666666,44.65,57.36666666666667,56.25,40.53333333333333,31.43333333333333,33.86666666666667,69.41666666666667,59.85,47.4,45.78333333333333,51.45,24.93333333333333,38.45,40.46666666666667,,16.616666666666667,45.88333333333333,,
1,,19.2,,30.8,34.73333333333333,3.7666666666666666,8.416666666666666,47.43333333333333,34.4,,,,,,,,25.4,,64.78333333333333,
2,13.55,,,,,,,,,,,,,43.11666666666667,,,52.41666666666666,60.3,,55.9
3,,,27.83333333333333,,34.23333333333333,,,,,18.516666666666666,4.7,21.91666666666667,29.2,27.016666666666666,21.5,,,13.683333333333335,,
4,,35.65,,47.26666666666666,44.46666666666667,22.45,24.88333333333333,59.11666666666667,50.86666666666667,56.1,,,33.63333333333333,46.56666666666667,49.18333333333333,,20.683333333333334,,,
5,,16.7,,8.883333333333333,,33.516666666666666,32.86666666666667,54.58333333333334,12.233333333333333,,,,,,,,51.01666666666666,,42.61666666666667,
6,,12.666666666666664,,21.5,,29.216666666666665,27.61666666666667,43.48333333333333,24.966666666666665,,,,,,,,45.9,,58.0,
7,,,28.566666666666666,,35.833333333333336,,,,,20.766666666666666,11.683333333333335,22.65,26.016666666666666,23.83333333333333,22.16666666666667,,,7.8,,
8,,,44.7,,36.23333333333333,,,,,22.16666666666667,28.28333333333333,38.78333333333333,38.45,36.78333333333333,25.266666666666666,,58.81666666666667,31.36666666666667,,
9,,10.033333333333333,,21.816666666666666,,27.13333333333333,26.48333333333333,44.25,25.41666666666667,,,,,,,,44.61666666666667,74.66666666666667,55.8,
10,50.83333333333334,43.63333333333333,56.78333333333333,55.23333333333333,39.95,30.41666666666667,32.85,68.4,58.83333333333334,46.81666666666667,45.2,50.86666666666667,24.33333333333333,37.28333333333333,39.88333333333333,,15.6,45.3,,
11,17.616666666666667,,,,,,,,,,,53.35,42.61666666666667,30.13333333333333,42.6,,39.43333333333333,47.78333333333333,,64.05
12,,40.05,,51.65,19.366666666666667,30.03333333333333,25.75,44.1,55.25,43.56666666666667,49.1,57.11666666666667,30.43333333333333,43.55,38.38333333333333,,25.33333333333333,51.15,,
13,,,34.28333333333333,,24.75,,,,,14.85,18.883333333333333,28.36666666666667,17.266666666666666,15.6,2.9,,37.63333333333333,20.95,,
14,49.71666666666667,,55.56666666666667,,40.56666666666667,44.65,47.06666666666667,69.3,,45.83333333333334,44.0,49.66666666666666,23.88333333333333,22.53333333333333,38.9,,29.816666666666666,44.1,,
15,,18.58333333333333,,10.6,,35.416666666666664,34.75,56.5,9.883333333333333,,,,,,,,52.9,,44.3,
16,,,31.98333333333333,,20.7,,,,,11.066666666666665,16.583333333333332,26.066666666666666,21.966666666666665,20.3,8.166666666666666,,42.31666666666667,18.633333333333333,,
17,29.98333333333333,,61.66666666666666,,58.11666666666667,54.88333333333333,57.31666666666667,,,51.91666666666666,50.1,55.75,45.0,32.53333333333333,45.0,,40.06666666666667,50.18333333333333,,
18,,,60.96666666666667,,15.833333333333336,46.98333333333333,42.71666666666667,41.46666666666667,,40.05,45.56666666666667,55.05,32.016666666666666,42.85,34.85,,50.46666666666667,47.61666666666667,,
19,,21.6,,33.21666666666667,33.88333333333333,9.466666666666667,5.05,46.56666666666667,36.81666666666667,,,,,,,,29.98333333333333,,67.2,
20,,,,,4.95,40.833333333333336,36.55,35.68333333333333,,33.13333333333333,38.65,48.13333333333333,25.1,35.93333333333333,27.93333333333333,,44.3,40.7,,
21,,,21.183333333333334,,,,,,,42.85,33.9,29.5,47.2,45.01666666666666,45.81666666666667,42.13333333333333,,36.93333333333333,,75.53333333333333
22,39.1,,36.06666666666667,,64.48333333333333,,,,,48.76666666666666,39.833333333333336,32.3,51.73333333333333,49.0,51.73333333333333,48.33333333333334,72.38333333333334,42.85,,72.86666666666666
23,,43.08333333333334,,51.75,29.23333333333333,33.35,29.066666666666666,21.61666666666667,55.23333333333333,,,,45.41666666666666,,48.25,,47.95,61.01666666666666,87.03333333333332,
24,64.11666666666666,43.16666666666666,52.83333333333334,54.76666666666666,36.333333333333336,30.8,28.86666666666667,57.9,58.38333333333333,42.86666666666667,41.266666666666666,46.91666666666666,20.216666666666665,33.333333333333336,35.95,,20.1,41.35,,
25,,59.01666666666666,,71.08333333333333,43.05,62.86666666666667,58.6,25.966666666666665,66.51666666666667,67.26666666666667,72.78333333333333,,59.23333333333333,70.06666666666666,62.08333333333334,,70.8,74.85,90.91666666666669,
26,45.36666666666667,51.46666666666667,63.06666666666667,,46.23333333333333,38.25,40.68333333333333,76.23333333333333,,53.1,51.5,57.15,30.63333333333333,32.48333333333333,46.18333333333333,,23.43333333333333,51.58333333333334,,
27,,13.633333333333333,,12.483333333333333,,30.45,29.8,53.25,16.166666666666668,,,,,,,,47.93333333333333,,46.55,
28,,30.98333333333333,,42.6,30.65,21.316666666666666,16.7,38.48333333333333,46.2,54.86666666666667,,,39.93333333333333,53.05,49.68333333333333,,32.083333333333336,61.06666666666667,,
29,45.51666666666666,,52.6,,,,,,,,,56.98333333333333,,,,13.516666666666667,,66.7,,39.0
30,,52.05,,63.36666666666667,17.433333333333334,42.03333333333333,37.766666666666666,21.5,62.05,41.63333333333333,47.15,,33.6,44.43333333333333,36.45,,46.31666666666667,49.21666666666667,,
31,,,2.333333333333333,,,,,,,31.95,23.0,19.75,36.3,34.11666666666667,34.916666666666664,48.35,,26.03333333333333,,
32,,,39.6,,33.3,,,,,17.05,24.2,33.68333333333333,33.75,32.083333333333336,20.55,,54.1,26.25,,
33,11.65,,,,,,,,,,,,51.56666666666667,39.1,,,48.38333333333333,56.75,,67.06666666666666
34,44.45,,36.55,,57.53333333333333,,,,,44.08333333333334,35.15,31.3,44.43333333333333,41.68333333333333,44.5,53.56666666666667,64.6,38.0,,77.3
35,51.63333333333333,39.61666666666667,,51.21666666666667,39.86666666666667,26.4,28.83333333333333,64.38333333333334,54.81666666666667,46.73333333333333,45.11666666666667,50.78333333333333,24.25,37.2,39.8,,11.583333333333336,,,
36,,24.11666666666667,,36.18333333333333,50.91666666666666,41.5,39.21666666666667,29.7,39.78333333333333,,,,,,,,57.48333333333333,82.7,70.16666666666667,
37,,,23.2,,34.1,,,,,20.683333333333334,11.733333333333333,17.283333333333335,21.0,18.816666666666666,20.1,,,10.983333333333333,,
38,,18.733333333333334,,12.7,,35.56666666666667,34.9,53.13333333333333,7.083333333333332,,,,,,,,53.05,,41.16666666666666,
39,27.78333333333333,,54.45,,,,,,,53.16666666666666,44.23333333333333,46.38333333333333,53.51666666666666,48.41666666666666,53.58333333333334,32.23333333333333,61.08333333333334,47.08333333333334,,55.96666666666667
40,,,24.28333333333333,,35.78333333333333,,,,,20.066666666666666,11.116666666666667,19.066666666666666,26.23333333333333,24.05,23.03333333333333,,,12.883333333333333,,
41,,19.216666666666665,,14.35,,36.03333333333333,35.38333333333333,47.5,7.416666666666668,,,,,,,,53.53333333333333,,35.53333333333333,
42,,35.63333333333333,,47.23333333333333,26.48333333333333,24.266666666666666,21.33333333333333,44.73333333333333,50.83333333333334,50.68333333333333,50.21666666666667,,29.18333333333333,42.3,44.9,,20.633333333333333,50.31666666666667,,
43,39.4,56.05,63.26666666666666,,48.25,42.833333333333336,45.26666666666666,76.98333333333333,,53.51666666666666,51.68333333333333,57.35,32.05,30.216666666666665,46.58333333333334,,28.016666666666666,51.78333333333333,,
44,,36.583333333333336,,48.18333333333333,42.35,23.36666666666667,25.8,60.6,51.78333333333333,48.23333333333333,46.61666666666667,52.28333333333333,25.766666666666666,38.7,41.3,,12.766666666666667,,,
45,,,,,9.45,40.6,36.333333333333336,35.083333333333336,,33.666666666666664,39.18333333333333,48.66666666666666,25.63333333333333,36.46666666666667,28.466666666666665,,44.08333333333334,41.23333333333333,,
46,,48.0,,60.11666666666667,37.766666666666666,55.16666666666666,50.88333333333333,12.3,53.13333333333333,,,,,,,,63.33333333333334,69.55,77.53333333333333,
47,63.05,,16.383333333333333,,,,,,,38.05,29.11666666666667,24.716666666666665,42.4,40.21666666666667,41.016666666666666,38.016666666666666,62.56666666666667,32.13333333333333,,73.56666666666666
48,32.23333333333333,,60.16666666666666,,,,,,,59.51666666666666,50.56666666666667,52.71666666666667,59.85,54.76666666666666,59.91666666666666,27.23333333333333,65.53333333333333,53.41666666666666,,50.96666666666667
49,,,42.6,,23.566666666666666,57.63333333333333,53.36666666666667,52.1,,21.68333333333333,27.2,36.68333333333333,26.55,28.03333333333333,16.5,,46.85,29.266666666666666,,
50,47.61666666666667,,31.9,,61.03333333333333,,,,,45.31666666666667,36.38333333333333,28.85,49.66666666666666,48.93333333333333,48.28333333333333,40.78333333333333,69.83333333333333,39.4,,67.83333333333333
51,,,,,3.3833333333333333,39.266666666666666,34.98333333333333,34.11666666666667,,32.266666666666666,37.78333333333333,47.26666666666666,24.25,35.06666666666667,27.08333333333333,,42.73333333333333,39.85,,
52,,23.41666666666667,,35.016666666666666,33.766666666666666,6.466666666666668,12.633333333333333,49.61666666666667,38.61666666666667,,,,37.73333333333333,,,,24.566666666666666,,69.0,
53,,34.21666666666667,,45.81666666666667,39.75,21.0,23.43333333333333,58.0,49.43333333333333,46.0,44.4,50.05,23.53333333333333,36.46666666666667,39.083333333333336,,10.8,,,
54,,,,,5.4833333333333325,40.8,36.516666666666666,35.65,,33.71666666666667,39.23333333333333,48.71666666666667,25.68333333333333,36.516666666666666,28.516666666666666,,44.26666666666666,41.28333333333333,,
55,,14.383333333333333,,14.516666666666667,,31.216666666666665,30.566666666666666,54.13333333333333,17.183333333333334,,,,,,,,48.7,,47.56666666666667,
56,,,,,6.6,40.65,36.38333333333333,34.98333333333333,,32.93333333333333,38.45,47.93333333333333,24.91666666666667,35.75,27.75,,44.13333333333333,40.516666666666666,,
57,47.03333333333333,44.63333333333333,61.7,56.23333333333333,44.88333333333333,31.41666666666667,33.85,69.4,,51.75,50.13333333333333,55.8,29.266666666666666,41.75,44.81666666666667,,16.6,50.21666666666667,,
58,61.8,,22.55,,,,,,,44.21666666666667,35.266666666666666,29.3,48.56666666666667,46.38333333333333,47.18333333333333,36.23333333333333,68.73333333333333,38.3,,71.78333333333333
59,36.41666666666666,,45.91666666666666,,55.55,,,,,42.1,33.166666666666664,35.31666666666667,42.45,36.13333333333333,42.516666666666666,47.96666666666667,63.58333333333334,36.016666666666666,,71.68333333333334
60,30.816666666666666,58.23333333333333,62.9,,57.81666666666667,45.03333333333333,47.46666666666667,83.01666666666667,,53.15,51.31666666666667,56.98333333333333,41.61666666666667,33.75,46.21666666666667,,30.2,51.41666666666666,,
61,,59.83333333333334,,66.31666666666666,49.6,66.98333333333333,62.71666666666667,24.13333333333333,59.33333333333334,73.8,,,65.76666666666667,,68.61666666666666,,75.16666666666667,81.38333333333334,83.73333333333333,
62,48.7,,42.06666666666667,,45.53333333333333,,,,,38.86666666666667,31.08333333333333,33.23333333333333,32.23333333333333,19.65,31.95,,52.78333333333333,33.93333333333333,,
63,4.166666666666667,,,,,,,,,,,,,,,,53.95,63.05,,61.76666666666666
64,,,29.9,,40.23333333333333,,,,,23.1,9.783333333333333,26.55,35.416666666666664,33.23333333333333,27.48333333333333,,,19.9,,
65,8.966666666666667,,,,,,,,,,,,,41.71666666666667,,,51.01666666666666,59.71666666666667,,56.13333333333333
66,,35.5,,47.11666666666667,25.016666666666666,23.13333333333333,21.216666666666665,49.75,50.71666666666667,44.4,43.08333333333334,48.75,22.05,35.166666666666664,37.766666666666666,,18.066666666666666,43.18333333333333,,
67,,36.88333333333333,,48.48333333333333,16.2,26.85,22.58333333333333,40.91666666666666,52.08333333333334,40.4,45.91666666666666,55.41666666666666,31.316666666666666,43.21666666666667,35.21666666666667,,26.23333333333333,47.98333333333333,,
68,,35.8,,47.41666666666666,35.81666666666667,22.6,25.03333333333333,54.06666666666667,51.01666666666666,50.88333333333333,49.26666666666666,54.91666666666666,28.4,41.35,43.95,,10.633333333333333,,,
69,,,41.73333333333333,,18.216666666666665,52.1,47.83333333333334,46.95,,20.816666666666666,26.33333333333333,35.81666666666667,20.33333333333333,27.16666666666667,15.633333333333333,,40.61666666666667,28.4,,
70,,18.1,,29.45,55.45,35.48333333333333,33.65,37.68333333333333,32.916666666666664,,,,,,,,51.91666666666666,80.46666666666667,64.15,
71,,39.1,,50.7,21.133333333333333,29.08333333333333,24.8,38.13333333333333,54.31666666666667,45.35,50.86666666666667,60.35,37.31666666666667,48.15,40.16666666666666,,32.06666666666667,52.93333333333333,,
72,35.36666666666667,55.68333333333333,65.96666666666667,,54.25,42.48333333333333,44.9,80.45,,56.21666666666667,54.4,60.05,38.05,36.23333333333333,49.3,,27.65,54.48333333333333,,
73,5.683333333333334,,,,,,,,,,,,,41.36666666666667,,,50.66666666666666,57.86666666666667,,58.63333333333333
74,,41.23333333333333,,53.3,36.0,48.93333333333333,44.65,9.783333333333333,50.2,,,,,,,,61.56666666666667,67.78333333333333,74.6,
75,,27.11666666666667,,38.71666666666667,25.23333333333333,17.1,12.816666666666665,44.13333333333333,42.31666666666667,49.43333333333333,,,34.45,47.56666666666667,44.25,,26.6,,,
76,39.61666666666667,,55.81666666666667,,,,,,,,57.95,54.66666666666666,,62.13333333333333,,16.916666666666668,,60.8,,40.63333333333333
77,59.73333333333333,40.61666666666667,,52.21666666666667,34.13333333333333,28.25,26.33333333333333,55.35,55.83333333333334,47.25,45.65,51.3,24.6,37.71666666666667,40.333333333333336,,11.95,,,
78,34.45,61.38333333333333,66.53333333333333,,60.96666666666667,48.16666666666666,50.6,86.15,,56.78333333333333,54.95,60.61666666666667,44.76666666666666,37.38333333333333,49.85,,33.35,55.05,,
79,,25.41666666666667,,33.36666666666667,43.56666666666667,26.03333333333333,21.75,36.9,36.833333333333336,,,,47.45,,,,40.03333333333333,68.56666666666666,69.86666666666666,
80,,,41.61666666666667,,15.866666666666667,45.45,43.53333333333333,,,25.55,30.05,35.7,11.066666666666665,21.9,18.75,,31.36666666666667,30.13333333333333,,
81,6.166666666666668,,,,,,,,,,,,,42.96666666666667,,,52.26666666666666,60.3,,56.6
82,,66.01666666666667,,,24.85,56.0,51.73333333333333,42.15,,49.05,54.56666666666667,64.06666666666666,41.03333333333333,51.86666666666667,43.86666666666667,,59.48333333333333,56.63333333333333,,
83,,,59.33333333333334,,14.2,45.35,41.083333333333336,39.833333333333336,,38.41666666666666,43.93333333333333,53.41666666666666,30.38333333333333,41.21666666666667,33.23333333333333,,48.83333333333334,45.98333333333333,,
84,,,27.43333333333333,,33.88333333333333,,,,,18.166666666666668,10.433333333333334,21.516666666666666,28.85,26.66666666666667,21.133333333333333,,,9.466666666666667,,
85,,,27.03333333333333,,32.0,,,,,16.933333333333334,11.633333333333333,21.116666666666667,28.45,26.266666666666666,19.25,,48.61666666666667,13.7,,
86,,13.633333333333333,,10.666666666666666,,30.466666666666665,29.8,53.26666666666666,14.2,,,,,,,,47.95,,44.58333333333334,
87,,23.33333333333333,,34.93333333333333,32.333333333333336,12.483333333333333,6.133333333333334,44.3,38.55,,,,36.38333333333333,,,,28.966666666666665,,68.93333333333334,
88,,,15.066666666666665,,,,,,,36.53333333333333,27.58333333333333,26.7,42.7,40.516666666666666,39.5,61.03333333333333,,29.35,,
89,,18.08333333333333,,29.68333333333333,41.68333333333333,16.033333333333335,15.366666666666667,51.31666666666667,33.28333333333333,,,,,,,,33.516666666666666,,63.66666666666666,
90,,,32.583333333333336,,29.03333333333333,,,,,22.83333333333333,21.016666666666666,26.66666666666667,15.916666666666664,9.966666666666667,15.916666666666664,,36.083333333333336,21.1,,
91,,,25.016666666666666,,33.15,,,,,17.433333333333334,9.466666666666667,19.1,22.9,20.716666666666665,20.416666666666668,,,3.0166666666666666,,
92,59.75,39.53333333333333,47.26666666666666,51.15,30.28333333333333,27.16666666666667,25.25,54.26666666666666,,37.3,35.68333333333333,41.35,14.65,27.766666666666666,30.36666666666667,,17.416666666666668,35.78333333333333,,
93,,23.5,,35.11666666666667,31.35,12.566666666666665,7.566666666666666,43.31666666666667,38.71666666666667,,,,35.4,,,,27.98333333333333,,69.1,
94,,26.18333333333333,,36.06666666666667,34.15,14.95,6.0,46.38333333333333,39.53333333333333,,,,,,,,30.61666666666667,,71.76666666666667,
95,39.46666666666667,,46.15,,42.583333333333336,57.3,59.73333333333333,,,36.4,34.56666666666667,40.23333333333333,29.48333333333333,17.016666666666666,29.466666666666665,,42.46666666666667,34.666666666666664,,
96,,45.36666666666667,,57.43333333333333,35.13333333333333,52.53333333333333,48.25,9.683333333333334,52.88333333333333,,,,,,,,60.71666666666667,66.91666666666667,77.28333333333333,
97,,,26.61666666666667,,32.016666666666666,,,,,22.36666666666667,14.866666666666667,20.7,18.916666666666668,16.733333333333334,20.65,,39.083333333333336,16.016666666666666,,
98,42.5,,54.75,,39.73333333333333,46.48333333333333,48.91666666666666,68.48333333333333,,45.0,43.18333333333333,48.83333333333334,23.53333333333333,21.716666666666665,38.083333333333336,,31.66666666666667,43.26666666666666,,
99,,,12.816666666666665,,,,,,,40.8,31.85,28.61666666666667,45.15,42.96666666666667,43.76666666666666,56.25,,34.88333333333333,,
